District,gnn_embed_0,gnn_embed_1,gnn_embed_2,gnn_embed_3,gnn_embed_4,gnn_embed_5,gnn_embed_6,gnn_embed_7,gnn_embed_8,gnn_embed_9,gnn_embed_10,gnn_embed_11,gnn_embed_12,gnn_embed_13,gnn_embed_14,gnn_embed_15,gnn_embed_16,gnn_embed_17,gnn_embed_18,gnn_embed_19,gnn_embed_20,gnn_embed_21,gnn_embed_22,gnn_embed_23,gnn_embed_24,gnn_embed_25,gnn_embed_26,gnn_embed_27,gnn_embed_28,gnn_embed_29,gnn_embed_30,gnn_embed_31,gnn_embed_32,gnn_embed_33,gnn_embed_34,gnn_embed_35,gnn_embed_36,gnn_embed_37,gnn_embed_38,gnn_embed_39,gnn_embed_40,gnn_embed_41,gnn_embed_42,gnn_embed_43,gnn_embed_44,gnn_embed_45,gnn_embed_46,gnn_embed_47,gnn_embed_48,gnn_embed_49,gnn_embed_50,gnn_embed_51,gnn_embed_52,gnn_embed_53,gnn_embed_54,gnn_embed_55,gnn_embed_56,gnn_embed_57,gnn_embed_58,gnn_embed_59,gnn_embed_60,gnn_embed_61,gnn_embed_62,gnn_embed_63
Nagpur,0.0,0.0,0.0,0.0,89.904205,694.37256,661.0529,0.0,0.0,635.9839,283.33887,165.05656,0.0,1056.7756,0.0,0.0,0.0,0.0,517.82916,1044.0355,0.0,0.0,0.0,0.0,610.7451,0.0,0.0,496.46045,89.63852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.69391,0.0,123.53514,0.0,162.71902,36.457,0.0,222.99596,323.16263,66.20821,0.0,255.15527,371.7464,708.9337,0.0,0.0,0.0,0.0,0.0,0.0,313.43567,0.0,0.0,414.91583,374.8322,0.0,0.0,0.0
Nanded,0.0,0.0,0.0,0.0,103.4507,90.58899,279.72314,0.0,0.0,374.46255,156.2951,6.238289,0.0,435.43622,139.91092,0.0,0.0,0.0,50.50325,334.34274,0.0,0.0,0.0,0.0,110.67551,0.0,0.0,33.399338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.29195,0.0,61.493652,0.0,0.0,0.0,0.0,78.26931,48.075665,116.73805,0.0,307.0241,71.707115,54.87732,0.0,0.0,83.83601,0.0,0.0,0.0,13.609245,0.0,0.0,293.18246,8.830536,0.0,0.0,0.0
Nandurbar,0.0,0.0,0.0,0.0,137.68008,283.16794,478.78156,0.0,0.0,581.9846,260.4386,56.512794,0.0,767.76245,96.15793,0.0,0.0,0.0,209.80505,659.28796,0.0,0.0,0.0,0.0,279.2232,0.0,0.0,184.51437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243.28395,0.0,109.05097,0.0,0.0,0.0,0.0,155.79997,169.7727,128.98395,0.0,394.3291,183.71236,272.56992,0.0,0.0,0.0,0.0,0.0,0.0,108.80911,0.0,0.0,435.2176,123.28009,0.0,0.0,0.0
Nashik,0.0,0.0,0.0,0.0,280.45355,246.0332,681.95624,0.0,0.0,931.1846,419.14893,60.946503,0.0,1092.0042,262.53735,0.0,0.0,0.0,197.72473,923.06506,0.0,0.0,0.0,0.0,266.47687,0.0,0.0,159.6831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,473.95618,0.0,215.09305,0.0,0.0,0.0,0.0,203.46626,292.10553,229.07086,0.0,681.2328,211.3379,271.84418,0.0,0.0,148.87524,0.0,0.0,0.0,123.681915,0.0,0.0,712.56396,106.31293,0.0,0.0,0.0
Osmanabad,0.0,0.0,0.0,0.0,99.341606,346.96075,452.11023,0.0,0.0,503.40378,220.30038,72.971344,0.0,721.062,13.689026,0.0,0.0,0.0,250.56937,647.00775,0.0,0.0,0.0,0.0,326.0921,0.0,0.0,227.8365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.08995,0.0,89.42117,0.0,37.704147,0.0,0.0,146.80656,163.25742,100.07599,0.0,305.62973,201.5338,331.20523,0.0,0.0,0.0,0.0,0.0,0.0,134.99591,0.0,0.0,360.427,160.68976,0.0,0.0,0.0
Palghar,0.0,0.0,0.0,0.0,372.30783,0.0,416.38333,0.0,0.0,866.8099,380.81992,0.0,0.0,657.33167,672.85657,0.0,0.0,89.901276,0.0,367.40683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.27025,0.0,0.0,0.0,768.6001,0.0,214.08652,0.0,0.0,0.0,0.0,84.31873,90.158775,335.49054,0.0,891.8671,0.0,0.0,0.0,0.0,655.5197,0.0,0.0,0.0,0.0,0.0,0.0,747.8825,0.0,0.0,0.0,0.0
Parbhani,0.0,0.0,0.0,0.0,92.94861,116.97714,282.22836,0.0,0.0,362.50977,151.8057,11.768623,0.0,440.12457,118.98476,0.0,0.0,0.0,70.1767,346.38565,0.0,0.0,0.0,0.0,131.52771,0.0,0.0,53.585953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.66182,0.0,55.785408,0.0,0.0,0.0,0.0,83.5399,49.65605,107.37367,0.0,289.6354,82.22781,81.09807,0.0,0.0,56.240845,0.0,0.0,0.0,22.118431,0.0,0.0,280.42706,24.062439,0.0,0.0,0.0
Pune,0.0,0.0,0.0,0.0,240.98845,1660.3911,1586.9451,0.0,0.0,1574.7942,740.4489,438.8043,0.0,2598.5378,0.0,0.0,0.0,0.0,1309.4554,2607.4714,0.0,0.0,0.0,0.0,1446.4739,0.0,0.0,1243.3887,259.4937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.996826,0.0,364.14874,0.0,418.99234,90.59906,0.0,566.6949,937.30945,110.91354,0.0,604.9342,924.55286,1812.644,0.0,0.0,0.0,0.0,0.0,0.0,808.42456,0.0,0.0,1030.2853,959.1014,0.0,0.0,0.0
Ratnagiri,0.0,0.0,0.0,0.0,68.23584,420.46808,448.21002,0.0,0.0,455.28656,200.2042,93.13409,0.0,719.14496,0.0,0.0,0.0,0.0,306.78806,670.244,0.0,0.0,0.0,0.0,381.8845,0.0,0.0,286.27127,8.919678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.03876,0.0,76.89429,0.0,78.560715,0.0,0.0,153.53156,174.60475,70.25775,0.0,235.38643,229.89304,407.93124,0.0,0.0,0.0,0.0,0.0,0.0,168.52493,0.0,0.0,314.53513,208.32927,0.0,0.0,0.0
Sangli,0.0,0.0,0.0,0.0,132.62842,46.65146,301.097,0.0,0.0,434.58438,183.99742,0.0,0.0,469.6521,196.16971,0.0,0.0,0.0,20.95456,346.99802,0.0,0.0,0.0,0.0,78.30917,0.0,0.0,0.5062103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287.5691,0.0,77.80805,0.0,0.0,0.0,0.0,81.318726,54.50715,140.67014,0.0,372.44614,59.629128,14.373962,0.0,0.0,143.11009,0.0,0.0,0.0,0.0,0.0,0.0,345.7276,0.0,0.0,0.0,0.0
Satara,0.0,0.0,0.0,0.0,270.5933,0.0,364.82013,0.0,0.0,684.0187,297.26544,0.0,0.0,572.21375,474.93567,0.0,0.0,18.67633,0.0,348.54376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.87372,0.0,0.0,0.0,568.5229,0.0,153.5001,0.0,0.0,0.0,0.0,79.67261,68.45035,255.10516,0.0,670.12994,0.0,0.0,0.0,0.0,446.52896,0.0,0.0,0.0,0.0,0.0,0.0,576.92975,0.0,0.0,0.0,0.0
Sindhudurg,0.0,0.0,0.0,0.0,180.96535,0.0,318.85898,0.0,0.0,517.59436,219.10841,0.0,0.0,495.97235,288.3225,0.0,0.0,0.0,0.0,340.10928,0.0,0.0,0.0,0.0,9.634399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384.74304,0.0,104.9793,0.0,0.0,0.0,0.0,73.19012,58.965523,182.48734,0.0,468.50592,28.894905,0.0,0.0,0.0,252.20876,0.0,0.0,0.0,0.0,0.0,0.0,421.24463,0.0,0.0,0.0,0.0
Solapur,0.0,0.0,0.0,0.0,260.6332,0.0,360.75772,0.0,0.0,666.51855,290.31012,0.0,0.0,566.77625,462.3816,0.0,0.0,6.0286865,0.0,347.9004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.61734,0.0,0.0,0.0,552.0074,0.0,147.16151,0.0,0.0,0.0,0.0,84.13533,63.80529,247.1487,0.0,657.5616,0.0,0.0,0.0,0.0,425.74542,0.0,0.0,0.0,0.0,0.0,0.0,563.53204,0.0,0.0,0.0,0.0
Thane,0.0,0.0,0.0,0.0,291.24197,1635.0576,1646.3944,0.0,0.0,1687.3936,790.33923,440.11078,0.0,2693.6414,0.0,0.0,0.0,0.0,1297.0375,2681.779,0.0,0.0,0.0,0.0,1430.4685,0.0,0.0,1226.6635,194.72473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.49127,0.0,403.46368,0.0,390.62576,6.5198364,0.0,573.1396,981.0985,146.82507,0.0,693.3093,926.85126,1802.4143,0.0,0.0,0.0,0.0,0.0,0.0,816.19556,0.0,0.0,1122.584,948.9441,0.0,0.0,0.0
Wardha,0.0,0.0,0.0,0.0,146.37372,14.009094,301.01843,0.0,0.0,453.47464,192.31065,0.0,0.0,470.40378,230.80486,0.0,0.0,0.0,0.0,337.92224,0.0,0.0,0.0,0.0,53.640335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318.61328,0.0,84.86835,0.0,0.0,0.0,0.0,82.38337,50.992798,151.89644,0.0,407.2241,48.374985,0.0,0.0,0.0,177.06827,0.0,0.0,0.0,0.0,0.0,0.0,367.65442,0.0,0.0,0.0,0.0
Washim,0.0,0.0,0.0,0.0,109.497574,79.0806,283.78113,0.0,0.0,388.11133,162.82993,2.305603,0.0,442.70612,155.72527,0.0,0.0,0.0,42.055984,335.2794,0.0,0.0,0.0,0.0,102.6277,0.0,0.0,24.029984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243.51443,0.0,63.932076,0.0,0.0,0.0,0.0,79.95128,46.453182,122.47084,0.0,324.7273,68.2906,42.49585,0.0,0.0,97.76012,0.0,0.0,0.0,6.4801025,0.0,0.0,304.8578,0.41944885,0.0,0.0,0.0
Yavatmal,0.0,0.0,0.0,0.0,84.89607,131.04802,273.43488,0.0,0.0,341.2739,141.33156,16.784988,0.0,425.25403,94.46773,0.0,0.0,0.0,79.32999,340.99835,0.0,0.0,0.0,0.0,140.95293,0.0,0.0,64.34007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.58829,0.0,53.85248,0.0,0.0,0.0,0.0,77.27248,52.721725,100.45369,0.0,260.8849,85.50682,95.37923,0.0,0.0,37.18541,0.0,0.0,0.0,33.22516,0.0,0.0,260.9287,34.741776,0.0,0.0,0.0
Bishnupur,0.0,0.0,0.0,0.0,115.36246,80.818756,289.79138,0.0,0.0,397.62524,165.07233,6.9047165,0.0,450.39984,149.39476,0.0,0.0,0.0,44.17154,344.76065,0.0,0.0,0.0,0.0,102.595,0.0,0.0,25.797089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.29077,0.0,71.55673,0.0,0.0,0.0,0.0,74.34418,58.45908,126.49191,0.0,321.4657,69.635765,48.11313,0.0,0.0,102.96321,0.0,0.0,0.0,17.776855,0.0,0.0,312.05817,5.044571,0.0,0.0,0.0
Chandel,0.0,0.0,0.0,0.0,127.19419,49.12921,295.65558,0.0,0.0,423.1176,179.23727,0.0,0.0,460.9928,193.03868,0.0,0.0,0.0,21.184113,339.16437,0.0,0.0,0.0,0.0,80.346466,0.0,0.0,1.0767975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281.1531,0.0,73.14517,0.0,0.0,0.0,0.0,81.81791,48.017334,137.61957,0.0,365.9183,59.303528,13.396912,0.0,0.0,136.83073,0.0,0.0,0.0,0.0,0.0,0.0,337.3165,0.0,0.0,0.0,0.0
Churachandpur,0.0,0.0,0.0,0.0,98.484375,102.80119,280.23602,0.0,0.0,369.762,154.15935,9.876984,0.0,437.33575,127.97499,0.0,0.0,0.0,59.376083,339.84756,0.0,0.0,0.0,0.0,119.799484,0.0,0.0,41.621216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.7966,0.0,60.261356,0.0,0.0,0.0,0.0,78.98718,50.42043,113.28007,0.0,297.84915,76.744415,67.24652,0.0,0.0,70.90611,0.0,0.0,0.0,19.054626,0.0,0.0,286.5282,16.031769,0.0,0.0,0.0
Imphaleast,0.0,0.0,0.0,0.0,107.169754,126.308395,309.58365,0.0,0.0,402.94016,170.02603,17.477814,0.0,485.38257,122.96597,0.0,0.0,0.0,80.01364,387.1419,0.0,0.0,0.0,0.0,140.24313,0.0,0.0,61.321686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223.58855,0.0,70.15311,0.0,0.0,0.0,0.0,87.81656,71.89473,116.761444,0.0,311.18063,91.4929,96.25757,0.0,0.0,62.926086,0.0,0.0,0.0,34.804077,0.0,0.0,310.43008,31.90155,0.0,0.0,0.0
Imphalwest,0.0,0.0,0.0,0.0,113.30216,151.6771,337.208,0.0,0.0,432.31665,183.77196,25.56791,0.0,531.0419,117.632355,0.0,0.0,0.0,100.88168,432.75073,0.0,0.0,0.0,0.0,162.73262,0.0,0.0,80.38631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227.75926,0.0,78.22043,0.0,0.0,0.0,0.0,97.86754,89.49051,119.66971,0.0,325.50946,106.89476,125.498566,0.0,0.0,51.23999,0.0,0.0,0.0,47.828316,0.0,0.0,331.0603,47.26866,0.0,0.0,0.0
Senapati,0.0,0.0,0.0,0.0,95.526764,348.71194,450.08716,0.0,0.0,500.72888,220.57246,72.13951,0.0,721.1676,14.2222595,0.0,0.0,0.0,253.94742,646.2829,0.0,0.0,0.0,0.0,327.5004,0.0,0.0,230.61964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.41632,0.0,85.622536,0.0,38.45192,0.0,0.0,151.89711,160.00555,95.87746,0.0,306.58905,203.2735,333.98953,0.0,0.0,0.0,0.0,0.0,0.0,131.1066,0.0,0.0,357.58362,160.80315,0.0,0.0,0.0
Tamenglong,0.0,0.0,0.0,0.0,121.28688,62.636963,291.33203,0.0,0.0,407.92444,174.12375,1.7920837,0.0,455.6226,171.09601,0.0,0.0,0.0,33.775604,340.3536,0.0,0.0,0.0,0.0,88.95392,0.0,0.0,15.437485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257.66632,0.0,73.20869,0.0,0.0,0.0,0.0,79.335236,57.325584,129.28175,0.0,339.4531,64.1193,30.993134,0.0,0.0,119.75714,0.0,0.0,0.0,8.033897,0.0,0.0,326.56335,0.0,0.0,0.0,0.0
Thoubal,0.0,0.0,0.0,0.0,113.53178,79.08154,286.016,0.0,0.0,392.77173,162.46368,5.0402527,0.0,443.6396,150.64752,0.0,0.0,0.0,41.840744,339.32047,0.0,0.0,0.0,0.0,101.29944,0.0,0.0,23.703232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.5552,0.0,68.92193,0.0,0.0,0.0,0.0,74.3398,53.788387,125.514755,0.0,321.3375,68.245865,44.935028,0.0,0.0,102.14821,0.0,0.0,0.0,13.657501,0.0,0.0,306.60718,2.5539856,0.0,0.0,0.0
Ukhrul,0.0,0.0,0.0,0.0,123.801575,301.96588,466.57132,0.0,0.0,551.3966,244.08458,60.40129,0.0,744.1569,66.98001,0.0,0.0,0.0,220.50974,648.10016,0.0,0.0,0.0,0.0,292.1498,0.0,0.0,196.69597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217.40498,0.0,100.77105,0.0,8.434967,0.0,0.0,148.90204,164.59895,119.71742,0.0,359.431,187.02838,288.14615,0.0,0.0,0.0,0.0,0.0,0.0,117.24992,0.0,0.0,405.25867,133.8602,0.0,0.0,0.0
Eastgarohills,0.0,0.0,0.0,0.0,161.4133,230.98639,485.43253,0.0,0.0,623.34106,277.4225,41.254517,0.0,775.2673,151.24908,0.0,0.0,0.0,169.30371,646.4034,0.0,0.0,0.0,0.0,240.13858,0.0,0.0,141.31418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.10254,0.0,118.7675,0.0,0.0,0.0,0.0,150.66064,161.6341,153.01505,0.0,449.1812,163.84431,216.3757,0.0,0.0,49.77942,0.0,0.0,0.0,84.44556,0.0,0.0,471.8678,87.73372,0.0,0.0,0.0
Eastkhasihills,0.0,0.0,0.0,0.0,145.78488,67.21735,338.69562,0.0,0.0,483.1582,208.32962,1.3131027,0.0,532.2553,201.96284,0.0,0.0,0.0,39.28752,402.41812,0.0,0.0,0.0,0.0,97.69429,0.0,0.0,17.559296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303.2666,0.0,90.054146,0.0,0.0,0.0,0.0,93.30278,76.95194,148.8217,0.0,399.82135,74.49207,39.253235,0.0,0.0,142.67331,0.0,0.0,0.0,9.840576,0.0,0.0,382.4443,0.0,0.0,0.0,0.0
Jaintiahills,0.0,0.0,0.0,0.0,117.99199,107.77832,316.79477,0.0,0.0,425.19757,180.76419,11.656113,0.0,496.88715,147.1945,0.0,0.0,0.0,66.78131,389.13348,0.0,0.0,0.0,0.0,126.756,0.0,0.0,47.64633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.25845,0.0,75.0222,0.0,0.0,0.0,0.0,89.381294,71.561745,125.95091,0.0,337.0056,85.638145,77.78793,0.0,0.0,86.851105,0.0,0.0,0.0,26.112915,0.0,0.0,330.2844,19.709854,0.0,0.0,0.0
Northgarohills,0.0,0.0,0.0,0.0,170.22481,188.53711,471.75742,0.0,0.0,625.80286,277.59552,29.894844,0.0,751.9319,183.04053,0.0,0.0,0.0,136.39124,612.5889,0.0,0.0,0.0,0.0,206.18826,0.0,0.0,108.08551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325.56177,0.0,119.6356,0.0,0.0,0.0,0.0,143.23569,147.87894,162.86255,0.0,469.06998,144.83125,170.67932,0.0,0.0,88.11542,0.0,0.0,0.0,64.51041,0.0,0.0,479.54553,61.149673,0.0,0.0,0.0
Ribhoi,0.0,0.0,0.0,0.0,119.44379,193.37015,381.0476,0.0,0.0,478.32776,208.30426,33.315712,0.0,604.35645,111.65413,0.0,0.0,0.0,135.1458,502.29416,0.0,0.0,0.0,0.0,199.81165,0.0,0.0,113.63573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232.07129,0.0,85.78849,0.0,0.0,0.0,0.0,116.769684,112.353806,121.65158,0.0,346.66925,130.64186,171.09299,0.0,0.0,30.108276,0.0,0.0,0.0,65.06876,0.0,0.0,361.79224,70.25694,0.0,0.0,0.0
Southgarohills,0.0,0.0,0.0,0.0,162.18034,230.29776,485.53754,0.0,0.0,624.27893,277.75934,41.86914,0.0,775.7459,151.4346,0.0,0.0,0.0,169.3772,647.652,0.0,0.0,0.0,0.0,239.39737,0.0,0.0,141.25522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.5304,0.0,119.846214,0.0,0.0,0.0,0.0,150.7341,163.45795,153.01085,0.0,449.98608,164.00433,217.04697,0.0,0.0,50.26706,0.0,0.0,0.0,84.93573,0.0,0.0,472.50525,88.10449,0.0,0.0,0.0
Southwestgarohills,0.0,0.0,0.0,0.0,170.18607,175.72162,460.49985,0.0,0.0,616.0084,272.26193,28.503197,0.0,733.48206,185.5563,0.0,0.0,0.0,127.16223,596.48193,0.0,0.0,0.0,0.0,194.4177,0.0,0.0,99.29532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325.52615,0.0,119.66696,0.0,0.0,0.0,0.0,138.26965,145.6395,162.32431,0.0,464.91174,138.40285,159.80954,0.0,0.0,95.44537,0.0,0.0,0.0,61.05568,0.0,0.0,472.98795,55.62143,0.0,0.0,0.0
Southwestkhasihills,0.0,0.0,0.0,0.0,144.11374,220.53531,445.68527,0.0,0.0,566.3989,250.34302,39.544228,0.0,710.5764,132.16525,0.0,0.0,0.0,159.52972,593.7579,0.0,0.0,0.0,0.0,227.6088,0.0,0.0,134.12396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.68402,0.0,106.074036,0.0,0.0,0.0,0.0,138.20515,144.41818,139.48578,0.0,406.90268,152.92538,203.98834,0.0,0.0,37.844086,0.0,0.0,0.0,79.12756,0.0,0.0,427.65375,83.83905,0.0,0.0,0.0
Westgarohills,0.0,0.0,0.0,0.0,172.60486,174.97186,465.03644,0.0,0.0,623.1156,275.8,27.526405,0.0,740.46173,189.73758,0.0,0.0,0.0,126.50592,600.4828,0.0,0.0,0.0,0.0,194.54617,0.0,0.0,98.358215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330.47137,0.0,120.617744,0.0,0.0,0.0,0.0,139.23648,145.89114,164.7341,0.0,470.78024,138.59288,158.0123,0.0,0.0,99.188995,0.0,0.0,0.0,60.390167,0.0,0.0,479.08362,54.322464,0.0,0.0,0.0
Westkhasihills,0.0,0.0,0.0,0.0,146.36691,219.07349,449.36374,0.0,0.0,573.20874,253.7159,38.790207,0.0,716.823,136.84637,0.0,0.0,0.0,158.79807,597.76807,0.0,0.0,0.0,0.0,227.04617,0.0,0.0,133.0256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275.7306,0.0,107.27179,0.0,0.0,0.0,0.0,139.78177,145.12337,141.39044,0.0,413.71826,153.07132,202.69354,0.0,0.0,41.1373,0.0,0.0,0.0,77.77887,0.0,0.0,433.11618,82.41615,0.0,0.0,0.0
Aizawl,0.0,0.0,0.0,0.0,104.65445,93.665405,283.53958,0.0,0.0,379.49884,158.46419,7.6886673,0.0,442.17853,138.45795,0.0,0.0,0.0,53.105392,340.60834,0.0,0.0,0.0,0.0,113.032486,0.0,0.0,35.6678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.8605,0.0,63.48249,0.0,0.0,0.0,0.0,78.965454,51.758804,117.538345,0.0,308.34174,73.56722,58.851288,0.0,0.0,83.01477,0.0,0.0,0.0,16.54818,0.0,0.0,296.56387,11.05748,0.0,0.0,0.0
Champhai,0.0,0.0,0.0,0.0,92.56438,120.54649,279.46216,0.0,0.0,355.97305,147.73972,14.037247,0.0,433.82407,108.97052,0.0,0.0,0.0,71.71672,344.48004,0.0,0.0,0.0,0.0,132.84128,0.0,0.0,56.389023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.5611,0.0,57.229336,0.0,0.0,0.0,0.0,78.43097,53.964916,106.22151,0.0,276.81512,82.56635,84.809875,0.0,0.0,53.213135,0.0,0.0,0.0,29.399147,0.0,0.0,274.35413,28.448486,0.0,0.0,0.0
Kolasib,0.0,0.0,0.0,0.0,113.47843,80.74609,289.36807,0.0,0.0,396.56934,165.97696,5.1994896,0.0,450.39862,152.73297,0.0,0.0,0.0,43.60295,343.07162,0.0,0.0,0.0,0.0,103.000946,0.0,0.0,25.494705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.94925,0.0,69.14714,0.0,0.0,0.0,0.0,77.10797,54.498535,125.63749,0.0,324.02563,69.57198,46.3916,0.0,0.0,101.46161,0.0,0.0,0.0,13.977386,0.0,0.0,311.11548,3.5980682,0.0,0.0,0.0
Lawangtlai,0.0,0.0,0.0,0.0,82.27589,155.81943,288.13406,0.0,0.0,350.77112,146.28055,22.279747,0.0,450.6752,83.42496,0.0,0.0,0.0,98.45358,368.52917,0.0,0.0,0.0,0.0,161.5703,0.0,0.0,82.6884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.46622,0.0,53.832363,0.0,0.0,0.0,0.0,85.82457,60.482574,97.1857,0.0,261.12595,97.94801,120.87805,0.0,0.0,18.819946,0.0,0.0,0.0,42.19249,0.0,0.0,265.21313,48.462692,0.0,0.0,0.0
Lunglei,0.0,0.0,0.0,0.0,115.299164,74.49773,287.70926,0.0,0.0,396.03815,165.97064,3.3472824,0.0,447.10284,156.71948,0.0,0.0,0.0,39.47072,338.325,0.0,0.0,0.0,0.0,97.89966,0.0,0.0,22.193665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.41498,0.0,69.47447,0.0,0.0,0.0,0.0,75.56116,54.364132,126.3625,0.0,324.31277,66.339745,40.302094,0.0,0.0,107.66452,0.0,0.0,0.0,12.93351,0.0,0.0,313.21417,1.0546722,0.0,0.0,0.0
Mamit,0.0,0.0,0.0,0.0,69.16965,411.3869,447.35388,0.0,0.0,458.65503,201.85123,87.08139,0.0,716.0457,0.0,0.0,0.0,0.0,298.3973,664.3067,0.0,0.0,0.0,0.0,375.95636,0.0,0.0,277.3739,1.0722351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.15796,0.0,73.09967,0.0,72.81972,0.0,0.0,156.05412,164.7278,72.683304,0.0,249.5233,225.93959,395.44046,0.0,0.0,0.0,0.0,0.0,0.0,156.19592,0.0,0.0,315.7159,198.64597,0.0,0.0,0.0
Saiha,0.0,0.0,0.0,0.0,89.08252,115.298676,272.98984,0.0,0.0,350.33014,145.76099,11.770786,0.0,425.99323,113.33064,0.0,0.0,0.0,67.70473,335.1473,0.0,0.0,0.0,0.0,129.09659,0.0,0.0,51.346848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.01321,0.0,53.970264,0.0,0.0,0.0,0.0,79.76975,46.987705,104.97021,0.0,279.71313,80.09964,78.38843,0.0,0.0,52.70204,0.0,0.0,0.0,21.783188,0.0,0.0,269.76517,23.379044,0.0,0.0,0.0
Serchhip,0.0,0.0,0.0,0.0,83.61601,172.56741,300.32425,0.0,0.0,361.01495,151.14919,28.097343,0.0,470.83765,74.7182,0.0,0.0,0.0,112.41722,392.2033,0.0,0.0,0.0,0.0,175.50154,0.0,0.0,96.26877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.00026,0.0,57.811344,0.0,0.0,0.0,0.0,90.32998,71.53755,96.18781,0.0,261.96808,107.15729,141.49089,0.0,0.0,7.4568787,0.0,0.0,0.0,51.800262,0.0,0.0,271.04578,59.718292,0.0,0.0,0.0
Dimapur,0.0,0.0,0.0,0.0,115.484955,214.30054,388.3852,0.0,0.0,478.1549,207.85748,39.008194,0.0,616.7357,96.715195,0.0,0.0,0.0,150.73468,519.1076,0.0,0.0,0.0,0.0,217.03203,0.0,0.0,128.84978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221.33997,0.0,85.39751,0.0,0.0,0.0,0.0,120.22459,117.56302,118.041954,0.0,338.78586,140.13187,192.43945,0.0,0.0,11.918182,0.0,0.0,0.0,74.11459,0.0,0.0,359.01642,82.33501,0.0,0.0,0.0
Kiphire,0.0,0.0,0.0,0.0,136.50069,184.79419,404.36792,0.0,0.0,521.1111,226.85266,32.040886,0.0,641.47876,135.31737,0.0,0.0,0.0,130.04636,529.1635,0.0,0.0,0.0,0.0,195.60568,0.0,0.0,106.13774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263.62305,0.0,97.3361,0.0,0.0,0.0,0.0,121.37317,122.168335,135.83165,0.0,384.3384,131.77682,164.66904,0.0,0.0,53.511444,0.0,0.0,0.0,63.246506,0.0,0.0,396.1133,63.821594,0.0,0.0,0.0
